Fund Name,Date,Name of Stock,Type,CUSIP,Value,Shares
Adirondack_Funds,2013-05-06,ABBOTT LABS,COM,002824100,241,6825
Adirondack_Funds,2013-05-06,ABBVIE INC,COM,00287Y109,278,6825
Adirondack_Funds,2013-05-06,AERCAP HOLDINGS NV,SHS,N00985106,1326,85810
Adirondack_Funds,2013-05-06,AEROPOSTALE,COM,007865108,925,67987
Adirondack_Funds,2013-05-06,ALBANY MOLECULAR RESH INC,COM,012423109,1199,114083
Adirondack_Funds,2013-05-06,ALCATEL-LUCENT,SPO,013904305,588,441740
Adirondack_Funds,2013-05-06,ALLSCRIPTS HEALTHCARE SOLUTN,COM,01988P108,2592,190749
Adirondack_Funds,2013-05-06,ALTEVA,COM,02153V102,201,21875
Adirondack_Funds,2013-05-06,ASSURED GUARANTY LTD,COM,G0585R106,1847,89600
Adirondack_Funds,2013-05-06,AT&T INC,COM,00206R102,512,13950
Adirondack_Funds,2013-05-06,AUTOBYTEL INC,COM,05275N205,1156,266423
Adirondack_Funds,2013-05-06,AXT INC,COM,00246W103,850,288999
Adirondack_Funds,2013-05-06,BEBE STORES INC,COM,075571109,1275,305808
Adirondack_Funds,2013-05-06,BENCHMARK ELECTRS INC,COM,08160H101,1501,83288
Adirondack_Funds,2013-05-06,BOSTON SCIENTIFIC CORP,COM,101137107,520,66525
Adirondack_Funds,2013-05-06,BOULDER BRANDS INC,COM,101405108,1272,141450
Adirondack_Funds,2013-05-06,BROADRIDGE FINL SOLUTIONS IN,COM,11133T103,1644,66200
Adirondack_Funds,2013-05-06,BROCADE COMMUNICATIONS SYS I,COM,111621306,2345,406400
Adirondack_Funds,2013-05-06,BROOKLINE BANCORP INC DEL,COM,11373M107,1843,201674
Adirondack_Funds,2013-05-06,CAL MAINE FOODS INC,COM,128030202,740,17398
Adirondack_Funds,2013-05-06,CALLAWAY GOLF CO,COM,131193104,2295,346608
Adirondack_Funds,2013-05-06,CHRISTOPHER & BANKS CORP,COM,171046105,663,103163
Adirondack_Funds,2013-05-06,CNO FINL GROUP INC,COM,12621E103,3028,264478
Adirondack_Funds,2013-05-06,COCA COLA BOTTLING CO CONS,COM,191098102,1924,31895
Adirondack_Funds,2013-05-06,COCA COLA ENTERPRISES INC NE,COM,19122T109,500,13550
Adirondack_Funds,2013-05-06,COEUR D ALENE MINES CORP IDA,COM,192108504,1043,55291
Adirondack_Funds,2013-05-06,COMVERSE INC,COM,20585P105,964,34368
Adirondack_Funds,2013-05-06,CONSOLIDATED EDISON INC,COM,209115104,311,5100
Adirondack_Funds,2013-05-06,COSI INC,COM,22122P101,560,811498
Adirondack_Funds,2013-05-06,COVANTA HLDG CORP,COM,22282E102,1499,74400
Adirondack_Funds,2013-05-06,COWEN GROUP INC NEW,CL,223622101,1769,627160
Adirondack_Funds,2013-05-06,CRYOLIFE INC,COM,228903100,1414,235288
Adirondack_Funds,2013-05-06,CTS CORP,COM,126501105,1966,188312
Adirondack_Funds,2013-05-06,DOLE FOOD CO INC NEW,COM,256603101,1820,166940
Adirondack_Funds,2013-05-06,DYNEGY INC NEW,COM,26817R108,1264,52708
Adirondack_Funds,2013-05-06,ELECTRO SCIENTIFIC INDS,COM,285229100,737,66723
Adirondack_Funds,2013-05-06,EMCOR GROUP INC,COM,29084Q100,2731,64434
Adirondack_Funds,2013-05-06,EMULEX CORP,COM,292475209,1333,204207
Adirondack_Funds,2013-05-06,ENDURANCE SPECIALTY HLDGS LT,SHS,G30397106,2116,44258
Adirondack_Funds,2013-05-06,EXELON CORP,COM,30161N101,506,14680
Adirondack_Funds,2013-05-06,EXPRESS INC,COM,30219E103,763,42860
Adirondack_Funds,2013-05-06,FIRSTMERIT CORP,COM,337915102,2303,139243
Adirondack_Funds,2013-05-06,FRESH DEL MONTE PRODUCE INC,ORD,G36738105,1560,57836
Adirondack_Funds,2013-05-06,GAIAM INC,CL,36268Q103,1115,265370
Adirondack_Funds,2013-05-06,GENERAL ELECTRIC CO,COM,369604103,401,17325
Adirondack_Funds,2013-05-06,GENWORTH FINL INC COM,COM,37247D106,3193,319300
Adirondack_Funds,2013-05-06,GFI GROUP INC,COM,361652209,119,35603
Adirondack_Funds,2013-05-06,GLOBAL POWER EQUIPMENT GRP I,COM,37941P306,2406,136566
Adirondack_Funds,2013-05-06,HARDINGE INC,COM,412324303,1356,99510
Adirondack_Funds,2013-05-06,HARTFORD FINL SVCS GROUP INC,COM,416515104,561,21725
Adirondack_Funds,2013-05-06,HOOPER HOLMES INC,COM,439104100,892,1939156
Adirondack_Funds,2013-05-06,HUNTSMAN CORP,COM,447011107,520,27950
Adirondack_Funds,2013-05-06,IAC INTERACTIVECORP,COM,44919P508,2046,45799
Adirondack_Funds,2013-05-06,INTRALINKS HLDGS INC,COM,46118H104,1701,267377
Adirondack_Funds,2013-05-06,IPASS INC,COM,46261V108,1270,641245
Adirondack_Funds,2013-05-06,JANUS CAP GROUP INC,COM,47102X105,2206,234668
Adirondack_Funds,2013-05-06,JOHNSON & JOHNSON,COM,478160104,204,2500
Adirondack_Funds,2013-05-06,JOURNAL COMMUNICATIONS INC,CL,481130102,2786,414619
Adirondack_Funds,2013-05-06,KEYNOTE SYS INC,COM,493308100,1108,79395
Adirondack_Funds,2013-05-06,KROGER CO,COM,501044101,316,9525
Adirondack_Funds,2013-05-06,LSI INDS INC,COM,50216C108,1793,256891
Adirondack_Funds,2013-05-06,MATRIX SVC CO,COM,576853105,1181,79282
Adirondack_Funds,2013-05-06,METLIFE INC,COM,59156R108,490,12900
Adirondack_Funds,2013-05-06,MICROSOFT CORP,COM,594918104,256,8960
Adirondack_Funds,2013-05-06,MONDELEZ INTL INC,CL,609207105,256,8350
Adirondack_Funds,2013-05-06,MONTPELIER RE HOLDINGS LTD,SHS,G62185106,1500,57600
Adirondack_Funds,2013-05-06,MORGAN STANLEY,COM,617446448,404,18375
Adirondack_Funds,2013-05-06,MYERS INDS INC,COM,628464109,616,44108
Adirondack_Funds,2013-05-06,NISOURCE INC,COM,65473P105,431,14700
Adirondack_Funds,2013-05-06,NN INC,COM,629337106,1188,125571
Adirondack_Funds,2013-05-06,OMEGA PROTEIN CORP,COM,68210P107,2105,195806
Adirondack_Funds,2013-05-06,OWENS & MINOR INC NEW,COM,690732102,2414,74151
Adirondack_Funds,2013-05-06,PAN AMERICAN SILVER CORP,COM,697900108,907,55400
Adirondack_Funds,2013-05-06,PFIZER INC,COM,717081103,324,11230
Adirondack_Funds,2013-05-06,PHOENIX COS INC NEW,COM,71902E604,1242,40358
Adirondack_Funds,2013-05-06,PNM RES INC,COM,69349H107,558,23939
Adirondack_Funds,2013-05-06,PRGX GLOBAL INC,COM,69357C503,1280,184127
Adirondack_Funds,2013-05-06,REAL GOODS SOLAR INC,CL,75601N104,114,63300
Adirondack_Funds,2013-05-06,REALNETWORKS INC,COM,75605L708,943,122332
Adirondack_Funds,2013-05-06,SANMINA CORPORATION,COM,801056102,1933,169989
Adirondack_Funds,2013-05-06,SEABOARD CORP,COM,811543107,2114,755
Adirondack_Funds,2013-05-06,SEACHANGE INTL INC,COM,811699107,2137,179724
Adirondack_Funds,2013-05-06,SELECTIVE INS GROUP INC,COM,816300107,1728,71984
Adirondack_Funds,2013-05-06,SPRINT NEXTEL CORP,COM,852061100,259,41700
Adirondack_Funds,2013-05-06,STEWART INFORMATION SVCS COR,COM,860372101,2431,95464
Adirondack_Funds,2013-05-06,TELLABS INC,COM,879664100,168,80171
Adirondack_Funds,2013-05-06,TETRA TECHNOLOGIES INC DEL,COM,88162F105,2398,233686
Adirondack_Funds,2013-05-06,TRINITY BIOTECH PLC,SPO,896438306,2726,161507
Adirondack_Funds,2013-05-06,TRIQUINT SEMICONDUCTOR INC,COM,89674K103,924,182575
Adirondack_Funds,2013-05-06,TRUSTCO BK CORP N Y,COM,898349105,339,60750
Adirondack_Funds,2013-05-06,UNS ENERGY CORP,COM,903119105,2569,52500
Adirondack_Funds,2013-05-06,VASCULAR SOLUTIONS INC,COM,92231M109,891,54917
Adirondack_Funds,2013-05-06,VISHAY INTERTECHNOLOGY INC COM,M COM,928298108,1360,99900
Adirondack_Funds,2013-05-06,VISTEON CORP,COM,92839U206,2036,35288
Adirondack_Funds,2013-05-06,XEROX CORP,COM,984121103,431,50100
Adirondack_Funds,2013-05-06,YAHOO INC,COM,984332106,760,32300
ADVANCE_CAPITAL_I_INC,2013-05-01,AARONS INC,COMMON STOCK,002535300,321,11200
ADVANCE_CAPITAL_I_INC,2013-05-01,ADVANCE AUTO PARTS,COMMON STOCK,00751Y106,322,3900
ADVANCE_CAPITAL_I_INC,2013-05-01,APPLE COMPUTER,COMMON STOCK,037833100,832,1880
ADVANCE_CAPITAL_I_INC,2013-05-01,AMERISOURCE BERGEN,COMMON STOCK,03073E105,901,17520
ADVANCE_CAPITAL_I_INC,2013-05-01,AMERICAN CAMPUS,COMMON STOCK,024835100,589,13000
ADVANCE_CAPITAL_I_INC,2013-05-01,ACE LIMITED,COMMON STOCK,H0023R105,841,9450
ADVANCE_CAPITAL_I_INC,2013-05-01,AECOM TECHNOLOGY,COMMON STOCK,00766T100,203,6200
ADVANCE_CAPITAL_I_INC,2013-05-01,"AUTOMATIC DATA PROCESSING, INC.",COMMON STOCK,053015103,438,6740
ADVANCE_CAPITAL_I_INC,2013-05-01,ALLIANCE DATASYS,COMMON STOCK,018581108,907,5600
ADVANCE_CAPITAL_I_INC,2013-05-01,AMERICAN EAGLE,COMMON STOCK,02553E106,338,18100
ADVANCE_CAPITAL_I_INC,2013-05-01,AETNA INC.,COMMON STOCK,00817Y108,823,16100
ADVANCE_CAPITAL_I_INC,2013-05-01,AMERICAN FIN. GRP.,COMMON STOCK,025932104,493,10400
ADVANCE_CAPITAL_I_INC,2013-05-01,AGCO CO,COMMON STOCK,001084102,610,11700
ADVANCE_CAPITAL_I_INC,2013-05-01,APOLLO INVESTMENT CO,COMMON STOCK,03761U106,166,19800
ADVANCE_CAPITAL_I_INC,2013-05-01,ARTHUR GALLAGHER CO,COMMON STOCK,363576109,504,12200
ADVANCE_CAPITAL_I_INC,2013-05-01,ALBEMARLE CORP,COMMON STOCK,012653101,544,8700
ADVANCE_CAPITAL_I_INC,2013-05-01,ALASKA AIR GROUP,COMMON STOCK,011659109,518,8100
ADVANCE_CAPITAL_I_INC,2013-05-01,ALLSTATE CORP,COMMON STOCK,020002101,842,17150
ADVANCE_CAPITAL_I_INC,2013-05-01,AMC NETWORKS INC,COMMON STOCK,00164V103,221,3500
ADVANCE_CAPITAL_I_INC,2013-05-01,AMETEK INC,COMMON STOCK,031100100,893,20600
ADVANCE_CAPITAL_I_INC,2013-05-01,AFFILIATED MANAGERSGROUP,COMMON STOCK,008252108,768,5000
ADVANCE_CAPITAL_I_INC,2013-05-01,"AMGEN, INC.*",COMMON STOCK,031162100,1489,14530
ADVANCE_CAPITAL_I_INC,2013-05-01,ANSYS INC.,COMMON STOCK,03662Q105,603,7400
ADVANCE_CAPITAL_I_INC,2013-05-01,APACHE CORPORATION,COMMON STOCK,037411105,1235,16000
ADVANCE_CAPITAL_I_INC,2013-05-01,ALEXANDRIA REAL EST,COMMON STOCK,015271109,440,6200
ADVANCE_CAPITAL_I_INC,2013-05-01,ARROW ELECTRONIC,COMMON STOCK,042735100,422,10400
ADVANCE_CAPITAL_I_INC,2013-05-01,ASSOCIATED BANC-CORP,COMMON STOCK,045487105,267,17600
ADVANCE_CAPITAL_I_INC,2013-05-01,ASHLAND INC.,COMMON STOCK,044209104,528,7100
ADVANCE_CAPITAL_I_INC,2013-05-01,ASCENA RETAIL GROUP,COMMON STOCK,04351G101,1243,67000
ADVANCE_CAPITAL_I_INC,2013-05-01,ATMEL CORPORATION,COMMON STOCK,049513104,298,42800
ADVANCE_CAPITAL_I_INC,2013-05-01,APTAR GROUP INC.,COMMON STOCK,038336103,367,6400
ADVANCE_CAPITAL_I_INC,2013-05-01,ATWOOD OCEANICS INC,COMMON STOCK,050095108,294,5600
ADVANCE_CAPITAL_I_INC,2013-05-01,AVNET INC,COMMON STOCK,053807103,485,13400
ADVANCE_CAPITAL_I_INC,2013-05-01,AMERICAN EXPRESS COMPANY,COMMON STOCK,025816109,843,12500
ADVANCE_CAPITAL_I_INC,2013-05-01,"BED BATH & BEYOND, INC.*",COMMON STOCK,075896100,1031,16000
ADVANCE_CAPITAL_I_INC,2013-05-01,BE AEROSPACE INC,COMMON STOCK,073302101,609,10100
ADVANCE_CAPITAL_I_INC,2013-05-01,"FRANKLIN RESOURCES,INC.",COMMON STOCK,354613101,893,5920
ADVANCE_CAPITAL_I_INC,2013-05-01,BAKER HUGHES INC.,COMMON STOCK,057224107,1219,26270
ADVANCE_CAPITAL_I_INC,2013-05-01,"BANK OF NEW YORK COMPANY, INC.",COMMON STOCK,064058100,829,29630
ADVANCE_CAPITAL_I_INC,2013-05-01,BLACKROCK INC,COMMON STOCK,09247X101,873,3400
ADVANCE_CAPITAL_I_INC,2013-05-01,BANK OF HAWAII CORP,COMMON STOCK,062540109,234,4600
ADVANCE_CAPITAL_I_INC,2013-05-01,BRE PROPERTIES INC,COMMON STOCK,05564E106,375,7700
ADVANCE_CAPITAL_I_INC,2013-05-01,BROWN & BROWN INC,COMMON STOCK,115236101,368,11500
ADVANCE_CAPITAL_I_INC,2013-05-01,PEABODY ENERGY,COMMON STOCK,704549104,825,39000
ADVANCE_CAPITAL_I_INC,2013-05-01,BALLY TECHNOLOGIES,COMMON STOCK,05874B107,213,4100
ADVANCE_CAPITAL_I_INC,2013-05-01,"CARDINAL HEALTH, INC..",COMMON STOCK,14149Y108,745,17890
ADVANCE_CAPITAL_I_INC,2013-05-01,CATERPILLER INC.,COMMON STOCK,149123101,1169,13440
ADVANCE_CAPITAL_I_INC,2013-05-01,CBOE HOLDINGS INC,COMMON STOCK,12503M108,329,8900
ADVANCE_CAPITAL_I_INC,2013-05-01,COMMERCE BANCSHARES,COMMON STOCK,200525103,310,7600
ADVANCE_CAPITAL_I_INC,2013-05-01,CABOT CORP.,COMMON STOCK,127055101,202,5900
ADVANCE_CAPITAL_I_INC,2013-05-01,"CADENCE DESIGN SYSTEMS, INC.",COMMON STOCK,127387108,383,27500
ADVANCE_CAPITAL_I_INC,2013-05-01,CELGENE CORP.,COMMON STOCK,151020104,1411,12170
ADVANCE_CAPITAL_I_INC,2013-05-01,CERNER CORP,COMMON STOCK,156782104,341,3600
ADVANCE_CAPITAL_I_INC,2013-05-01,CHURCH & DWIGHT INC,COMMON STOCK,171340102,1108,17150
ADVANCE_CAPITAL_I_INC,2013-05-01,CHICO'S FAS INC.,COMMON STOCK,168615102,279,16600
ADVANCE_CAPITAL_I_INC,2013-05-01,CLEAN HARBORS INC,COMMON STOCK,184496107,418,7200
ADVANCE_CAPITAL_I_INC,2013-05-01,COMMERICAL METALS CO,COMMON STOCK,201723103,187,11800
ADVANCE_CAPITAL_I_INC,2013-05-01,COMCAST CORP,COMMON STOCK,20030N101,1277,30420
ADVANCE_CAPITAL_I_INC,2013-05-01,CUMMINS INC,COMMON STOCK,231021106,401,3460
ADVANCE_CAPITAL_I_INC,2013-05-01,CINEMARK HOLDINGS IN,COMMON STOCK,17243V102,556,18900
ADVANCE_CAPITAL_I_INC,2013-05-01,CON-WAY INC.,COMMON STOCK,205944101,313,8900
ADVANCE_CAPITAL_I_INC,2013-05-01,CAPITAL ONE FINANCIAL CORP,COMMON STOCK,14040H105,1643,29900
ADVANCE_CAPITAL_I_INC,2013-05-01,COACH INC,COMMON STOCK,189754104,837,16750
ADVANCE_CAPITAL_I_INC,2013-05-01,COOPER COS INC,COMMON STOCK,216648402,507,4700
ADVANCE_CAPITAL_I_INC,2013-05-01,COSTCO,COMMON STOCK,22160K105,410,3860
ADVANCE_CAPITAL_I_INC,2013-05-01,COVIDIEN PLC.,COMMON STOCK,G2554F113,907,13370
ADVANCE_CAPITAL_I_INC,2013-05-01,COPART INC,COMMON STOCK,217204106,236,6900
ADVANCE_CAPITAL_I_INC,2013-05-01,CAMDEN PPTY TRSH,COMMON STOCK,133131102,804,11700
ADVANCE_CAPITAL_I_INC,2013-05-01,COMPUWARE CORP,COMMON STOCK,205638109,260,20800
ADVANCE_CAPITAL_I_INC,2013-05-01,CARTER'S INC,COMMON STOCK,146229109,281,4900
ADVANCE_CAPITAL_I_INC,2013-05-01,CHARLES RIVER LABORATORIES,COMMON STOCK,159864107,212,4800
ADVANCE_CAPITAL_I_INC,2013-05-01,CARPENTER TECHNOLOGY,COMMON STOCK,144285103,956,19400
ADVANCE_CAPITAL_I_INC,2013-05-01,CISCO,COMMON STOCK,17275R102,1170,55990
ADVANCE_CAPITAL_I_INC,2013-05-01,CARLISLE COS. INC.,COMMON STOCK,142339100,271,4000
ADVANCE_CAPITAL_I_INC,2013-05-01,COINSTAR INC.,COMMON STOCK,19259P300,1034,17700
ADVANCE_CAPITAL_I_INC,2013-05-01,CSX CORP,COMMON STOCK,126408103,921,37410
ADVANCE_CAPITAL_I_INC,2013-05-01,CATAMARAN CORP,COMMON STOCK,148887102,637,12010
ADVANCE_CAPITAL_I_INC,2013-05-01,COVANCE INC.,COMMON STOCK,222816100,245,3300
ADVANCE_CAPITAL_I_INC,2013-05-01,CVS CORPORATION,CONVERTIBLE,126650100,1732,31500
ADVANCE_CAPITAL_I_INC,2013-05-01,CHEVRON TEXACO CORP.,COMMON STOCK,166764100,825,6940
ADVANCE_CAPITAL_I_INC,2013-05-01,CORRECTIONS CORP,COMMON STOCK,22025Y407,383,9800
ADVANCE_CAPITAL_I_INC,2013-05-01,CYPRESS SEMI.,COMMON STOCK,232806109,154,14000
ADVANCE_CAPITAL_I_INC,2013-05-01,COMMUNITY HEALTH SYS,COMMON STOCK,203668108,427,9000
ADVANCE_CAPITAL_I_INC,2013-05-01,CITY NATIONAL CORPORATION,COMMON STOCK,178566105,277,4700
ADVANCE_CAPITAL_I_INC,2013-05-01,DARLING INTL INC,COMMON STOCK,237266101,736,41000
ADVANCE_CAPITAL_I_INC,2013-05-01,"DONALDSON COMPANY, INC.",COMMON STOCK,257651109,358,9900
ADVANCE_CAPITAL_I_INC,2013-05-01,DANAHER CORPORATION,COMMON STOCK,235851102,832,13380
ADVANCE_CAPITAL_I_INC,2013-05-01,"DISNEY, WALT COMPANY",COMMON STOCK,254687106,870,15310
ADVANCE_CAPITAL_I_INC,2013-05-01,DICK'S SPORTING GOOD,COMMON STOCK,253393102,459,9700
ADVANCE_CAPITAL_I_INC,2013-05-01,DOLLAR TREE INC,COMMON STOCK,256746108,1075,22200
ADVANCE_CAPITAL_I_INC,2013-05-01,DRESSER-RAND GROUP,COMMON STOCK,261608103,450,7300
ADVANCE_CAPITAL_I_INC,2013-05-01,"DUKE REALTY INVESTMENTS, INC.",COMMON STOCK,264411505,316,18600
ADVANCE_CAPITAL_I_INC,2013-05-01,DRIL-QUIP INC,COMMON STOCK,262037104,323,3700
ADVANCE_CAPITAL_I_INC,2013-05-01,DEVON ENERGY CORPORATION,COMMON STOCK,25179M103,1247,22110
ADVANCE_CAPITAL_I_INC,2013-05-01,BRINKER INTERNATIONA,COMMON STOCK,109641100,282,7500
ADVANCE_CAPITAL_I_INC,2013-05-01,ENERGEN CORPCOM,COMMON STOCK,29265N108,374,7200
ADVANCE_CAPITAL_I_INC,2013-05-01,EMC CORPORATION - MA,COMMON STOCK,268648102,1212,50750
ADVANCE_CAPITAL_I_INC,2013-05-01,EMERSON ELECTRIC COMPANY,COMMON STOCK,291011104,391,7000
ADVANCE_CAPITAL_I_INC,2013-05-01,ENDO PHARMACEUTICALS,COMMON STOCK,29264F205,1593,51800
ADVANCE_CAPITAL_I_INC,2013-05-01,ENERGIZER HOLDINGS,COMMON STOCK,29266R108,598,6000
ADVANCE_CAPITAL_I_INC,2013-05-01,EQUINIX INC,COMMON STOCK,29444U502,779,3600
ADVANCE_CAPITAL_I_INC,2013-05-01,ESSEX PROPERTY TRUST,COMMON STOCK,297178105,647,4300
ADVANCE_CAPITAL_I_INC,2013-05-01,EDWARDS LIFESCIENCESCORP,COMMON STOCK,28176E108,633,7700
ADVANCE_CAPITAL_I_INC,2013-05-01,EAST-WEST BANCORP INC,COMMON STOCK,27579R104,347,13500
ADVANCE_CAPITAL_I_INC,2013-05-01,FASTENAL CO,COMMON STOCK,311900104,329,6400
ADVANCE_CAPITAL_I_INC,2013-05-01,FORTUNE BRANDS HOME& SECURITIES,COMMON STOCK,34964C106,719,19200
ADVANCE_CAPITAL_I_INC,2013-05-01,FIRST CASH FINANCIAL,COMMON STOCK,31942D107,653,11200
ADVANCE_CAPITAL_I_INC,2013-05-01,FAIRCHILD SEMI-CONDUCTOR INC,COMMON STOCK,303726103,173,12200
ADVANCE_CAPITAL_I_INC,2013-05-01,FREEPORT-MCMORAN,COMMON STOCK,35671D857,1094,33040
ADVANCE_CAPITAL_I_INC,2013-05-01,FACTSET RESEARCH SYS,COMMON STOCK,303075105,241,2600
ADVANCE_CAPITAL_I_INC,2013-05-01,FEDEX CORPORATION,COMMON STOCK,31428X106,772,7860
ADVANCE_CAPITAL_I_INC,2013-05-01,F5 NETWORKS INC,COMMON STOCK,315616102,548,6150
ADVANCE_CAPITAL_I_INC,2013-05-01,FAIR ISAAC CORP,COMMON STOCK,303250104,283,6200
ADVANCE_CAPITAL_I_INC,2013-05-01,FIDELITY NATL INFORM,COMMON STOCK,31620M106,834,21050
ADVANCE_CAPITAL_I_INC,2013-05-01,FOOT LOCKER INCCOM,COMMON STOCK,344849104,500,14600
ADVANCE_CAPITAL_I_INC,2013-05-01,FLOWERS FOODS INC,COMMON STOCK,343498101,362,11000
ADVANCE_CAPITAL_I_INC,2013-05-01,FLUOR CORP,COMMON STOCK,343412102,952,14350
ADVANCE_CAPITAL_I_INC,2013-05-01,FIRSTMERIT CORP,COMMON STOCK,337915102,174,10500
ADVANCE_CAPITAL_I_INC,2013-05-01,FIDELITY NATIONAL,COMMON STOCK,31620R105,401,15900
ADVANCE_CAPITAL_I_INC,2013-05-01,FIRST NIAGARA FINANC,COMMON STOCK,33582V108,431,48700
ADVANCE_CAPITAL_I_INC,2013-05-01,FULTON FINANCIAL COR,COMMON STOCK,360271100,229,19600
ADVANCE_CAPITAL_I_INC,2013-05-01,GENERAL DYNAMICS CORPORATION,COMMON STOCK,369550108,394,5590
ADVANCE_CAPITAL_I_INC,2013-05-01,GARDNER DENVER MACHY,COMMON STOCK,365558105,368,4900
ADVANCE_CAPITAL_I_INC,2013-05-01,GENERAL ELECTRIC COMPANY,COMMON STOCK,369604103,844,36490
ADVANCE_CAPITAL_I_INC,2013-05-01,"GILEAD SCIENCES, INC..",COMMON STOCK,375558103,1222,24960
ADVANCE_CAPITAL_I_INC,2013-05-01,RANDGOLD RESOURCES,COMMON STOCK,752344309,645,7500
ADVANCE_CAPITAL_I_INC,2013-05-01,GOOGLE,COMMON STOCK,38259P508,1160,1460
ADVANCE_CAPITAL_I_INC,2013-05-01,GLOBAL PAYMENTS INC,COMMON STOCK,37940X102,392,7900
ADVANCE_CAPITAL_I_INC,2013-05-01,HANCOCK HOLDING CO,COMMON STOCK,410120109,269,8700
ADVANCE_CAPITAL_I_INC,2013-05-01,HANESBRAND INC,COMMON STOCK,410345102,433,9500
ADVANCE_CAPITAL_I_INC,2013-05-01,HCC INSURANCE HLDGS..,COMMON STOCK,404132102,420,10000
ADVANCE_CAPITAL_I_INC,2013-05-01,HOME DEPOT,COMMON STOCK,437076102,417,5980
ADVANCE_CAPITAL_I_INC,2013-05-01,"HAWAIIAN ELECTRIC INDUSTRIES, INC.",COMMON STOCK,419870100,272,9800
ADVANCE_CAPITAL_I_INC,2013-05-01,HOLLYFRONTIER CORP,COMMON STOCK,436106108,1008,19600
ADVANCE_CAPITAL_I_INC,2013-05-01,HERBALIFE LTD,COMMON STOCK,G4412G101,513,13700
ADVANCE_CAPITAL_I_INC,2013-05-01,HELIX ENERGYSOLUTIONS GROUP,COMMON STOCK,42330P107,227,9900
ADVANCE_CAPITAL_I_INC,2013-05-01,HEALTH MANAGEMENT AS,COMMON STOCK,421933102,324,25200
ADVANCE_CAPITAL_I_INC,2013-05-01,HOME PROPERTIES INC,COMMON STOCK,437306103,438,6900
ADVANCE_CAPITAL_I_INC,2013-05-01,HOLOGIC INC,COMMON STOCK,436440101,705,31200
ADVANCE_CAPITAL_I_INC,2013-05-01,HELMERICH & PAYNE,COMMON STOCK,423452101,279,4600
ADVANCE_CAPITAL_I_INC,2013-05-01,HILLSHIRE BRANDS CO,COMMON STOCK,432589109,264,7500
ADVANCE_CAPITAL_I_INC,2013-05-01,HENRY SCHEIN INC.,COMMON STOCK,806407102,518,5600
ADVANCE_CAPITAL_I_INC,2013-05-01,HSN INC.,COMMON STOCK,404303109,208,3800
ADVANCE_CAPITAL_I_INC,2013-05-01,HUBBELL INC,COMMON STOCK,443510201,505,5200
ADVANCE_CAPITAL_I_INC,2013-05-01,IBM,COMMON STOCK,459200101,1229,5760
ADVANCE_CAPITAL_I_INC,2013-05-01,IDEXX LABORATORIES,COMMON STOCK,45168D104,388,4200
ADVANCE_CAPITAL_I_INC,2013-05-01,IDEX CORPORATION,COMMON STOCK,45167R104,294,5500
ADVANCE_CAPITAL_I_INC,2013-05-01,INFORMATICA CORP,COMMON STOCK,45666Q102,248,7200
ADVANCE_CAPITAL_I_INC,2013-05-01,INGREDION INC.,COMMON STOCK,457187102,1548,21400
ADVANCE_CAPITAL_I_INC,2013-05-01,WORLD FUEL SERVICES,COMMON STOCK,981475106,564,14200
ADVANCE_CAPITAL_I_INC,2013-05-01,INTEL,COMMON STOCK,458140100,1467,67200
ADVANCE_CAPITAL_I_INC,2013-05-01,GARTNER INCCOM,COMMON STOCK,366651107,490,9000
ADVANCE_CAPITAL_I_INC,2013-05-01,ITT INDUSTRIES INC.,COMMON STOCK,450911201,273,9600
ADVANCE_CAPITAL_I_INC,2013-05-01,ILLINOIS TOOL WORKS,COMMON STOCK,452308109,393,6450
ADVANCE_CAPITAL_I_INC,2013-05-01,HUNT J B TRANS SVCS,COMMON STOCK,445658107,387,5200
ADVANCE_CAPITAL_I_INC,2013-05-01,JETBLUE AIRWAYS CORP,COMMON STOCK,477143101,223,32300
ADVANCE_CAPITAL_I_INC,2013-05-01,JACK HENRY & ASSOC.,COMMON STOCK,426281101,388,8400
ADVANCE_CAPITAL_I_INC,2013-05-01,"JONES LANG LASALLE,INC.",COMMON STOCK,48020Q107,427,4300
ADVANCE_CAPITAL_I_INC,2013-05-01,JOHNSON & JOHNSON,COMMON STOCK,478160104,3001,36810
ADVANCE_CAPITAL_I_INC,2013-05-01,JOY GLOBAL INC,COMMON STOCK,481165108,881,14800
ADVANCE_CAPITAL_I_INC,2013-05-01,WILEY JOHN & SONS,COMMON STOCK,968223206,308,7900
ADVANCE_CAPITAL_I_INC,2013-05-01,KBR INC,COMMON STOCK,48242W106,584,18200
ADVANCE_CAPITAL_I_INC,2013-05-01,KIRBY CORPCOM,COMMON STOCK,497266106,415,5400
ADVANCE_CAPITAL_I_INC,2013-05-01,KIMBERLY-CLARK CORPORATION,COMMON STOCK,494368103,833,8500
ADVANCE_CAPITAL_I_INC,2013-05-01,KENNAMETAL INC,COMMON STOCK,489170100,308,7900
ADVANCE_CAPITAL_I_INC,2013-05-01,COCA COLA,COMMON STOCK,191216100,436,10790
ADVANCE_CAPITAL_I_INC,2013-05-01,MICHAEL KORS HOLDING,COMMON STOCK,G60754101,909,16000
ADVANCE_CAPITAL_I_INC,2013-05-01,KRAFT FOODS GROUP,COMMON STOCK,50076Q106,1008,19556
ADVANCE_CAPITAL_I_INC,2013-05-01,KOHLS CORPORATION,COMMON STOCK,500255104,1234,26740
