Fund Name, Date, Investment Company Name, Title, CUSI, Value, Shares, SH/PRN, Put/Call, Investment Discretion, Authority: Manager, Authority: Sole, Authority: Shared, Authority: None, 
ADVANCE_CAPITAL_I_INC,2014-02-06,LIFEPOINT HOSPITALS,COMMON STOCK,53219L109,661,12500,SH,0,SOLE,0,12500,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,LOUISIANA-PACIFIC CO,COMMON STOCK,546347105,750,40500,SH,0,SOLE,0,40500,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,LIBERTY PPTY TRSH,COMMON STOCK,531172104,644,19000,SH,0,SOLE,0,19000,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,LIFE TIME FITNESS,COMMON STOCK,53217R207,620,13200,SH,0,SOLE,0,13200,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,MATSON INC,COMMON STOCK,57686G105,728,27900,SH,0,SOLE,0,27900,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,MDC HOLDINGS INC,COMMON STOCK,552676108,706,21900,SH,0,SOLE,0,21900,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,ALLSCRIPTS MISYS HEALTHCARE SOLUTION,COMMON STOCK,01988P108,677,43800,SH,0,SOLE,0,43800,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,MEDTRONIC INC.,COMMON STOCK,585055106,430,7500,SH,0,SOLE,0,7500,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,MDU RES GROUP INC,COMMON STOCK,552690109,260,8500,SH,0,SOLE,0,8500,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,MOHAWK INDUSTRIES,COMMON STOCK,608190104,342,2300,SH,0,SOLE,0,2300,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,MARATHON PETROLEUM,COMMON STOCK,56585A102,560,6100,SH,0,SOLE,0,6100,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,MERCK & COMPANY INC.,COMMON STOCK,58933Y105,845,16890,SH,0,SOLE,0,16890,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,MARATHON OIL CORP.,COMMON STOCK,565849106,905,25650,SH,0,SOLE,0,25650,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,MORGAN STANLEY DEAN WITTER & COMPANY,COMMON STOCK,617446448,950,30300,SH,0,SOLE,0,30300,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,MINE SAFETY APPLIANC,COMMON STOCK,602720104,819,16000,SH,0,SOLE,0,16000,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,MSCI INC,COMMON STOCK,55354G100,651,14900,SH,0,SOLE,0,14900,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,MICROSOFT,COMMON STOCK,594918104,1534,41000,SH,0,SOLE,0,41000,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,MSC INDUSTRIAL DIREC,COMMON STOCK,553530106,243,3000,SH,0,SOLE,0,3000,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,NCR CORPCOM,COMMON STOCK,62886E108,705,20700,SH,0,SOLE,0,20700,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,NEXTERA ENERGY INC,COMMON STOCK,65339F101,204,2380,SH,0,SOLE,0,2380,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,NATIONAL OILWELL VARCO INC,COMMON STOCK,637071101,819,10300,SH,0,SOLE,0,10300,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,NXP SEMICONDUCTOR,COMMON STOCK,N6596X109,717,15600,SH,0,SOLE,0,15600,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,NEW YORK COMM BANCOR,COMMON STOCK,649445103,339,20100,SH,0,SOLE,0,20100,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,REALTY INCOME CORP,COMMON STOCK,756109104,612,16400,SH,0,SOLE,0,16400,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,OMNICARE INC,COMMON STOCK,681904108,670,11100,SH,0,SOLE,0,11100,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,OFFICE DEPOT INC.,COMMON STOCK,676220106,625,118200,SH,0,SOLE,0,118200,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,CORPORATE OFFICE,COMMON STOCK,22002T108,649,27400,SH,0,SOLE,0,27400,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,OIL STATES INTL,COMMON STOCK,678026105,620,6100,SH,0,SOLE,0,6100,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,OLIN CORP,COMMON STOCK,680665205,698,24200,SH,0,SOLE,0,24200,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,ORACLE,COMMON STOCK,68389X105,1261,32950,SH,0,SOLE,0,32950,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,OLD REPUBLIC INTL,COMMON STOCK,680223104,655,37900,SH,0,SOLE,0,37900,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,OSHKOSH CORP,COMMON STOCK,688239201,680,13500,SH,0,SOLE,0,13500,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,OUTERWALL INC.,COMMON STOCK,690070107,1023,15200,SH,0,SOLE,0,15200,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,OCCIDENTAL PETROLEUM,COMMON STOCK,674599105,1774,18650,SH,0,SOLE,0,18650,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,PETSMART INC.,COMMON STOCK,716768106,1052,14460,SH,0,SOLE,0,14460,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,PFIZER INC.,COMMON STOCK,717081103,864,28200,SH,0,SOLE,0,28200,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,PROCTOR & GAMBLE,COMMON STOCK,742718109,1294,15900,SH,0,SOLE,0,15900,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,POLARIS INDUSTRIES,COMMON STOCK,731068102,437,3000,SH,0,SOLE,0,3000,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,POLYCOM,COMMON STOCK,73172K104,473,42100,SH,0,SOLE,0,42100,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,PLANTRONICS INC,COMMON STOCK,727493108,669,14400,SH,0,SOLE,0,14400,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,PHILIP MORRIS INTL,COMMON STOCK,718172109,836,9600,SH,0,SOLE,0,9600,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,PNC BANK CORPORATION,COMMON STOCK,693475105,613,7900,SH,0,SOLE,0,7900,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,PNM RESOURCES INC,COMMON STOCK,69349H107,658,27300,SH,0,SOLE,0,27300,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,POST HOLDINGS INC.,COMMON STOCK,737446104,695,14100,SH,0,SOLE,0,14100,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,PPG INDS INC.,COMMON STOCK,693506107,559,2950,SH,0,SOLE,0,2950,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,PPL CORPORATION,COMMON STOCK,69351T106,393,13060,SH,0,SOLE,0,13060,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,PERRIGO CO PLC,COMMON STOCK,G97822103,1136,7400,SH,0,SOLE,0,7400,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,PTC INC,COMMON STOCK,69370C100,793,22400,SH,0,SOLE,0,22400,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,PATTERSON-UTI ENERGY,COMMON STOCK,703481101,653,25800,SH,0,SOLE,0,25800,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,QUALCOMM INC,COMMON STOCK,747525103,1484,19980,SH,0,SOLE,0,19980,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,QUESTCOR PHARM,COMMON STOCK,74835Y101,643,11800,SH,0,SOLE,0,11800,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,RENT-A-CENTER INC,COMMON STOCK,76009N100,620,18600,SH,0,SOLE,0,18600,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,EVEREST REINSURANCE,COMMON STOCK,G3223R108,811,5200,SH,0,SOLE,0,5200,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,REGENCY CENTERS CORP,COMMON STOCK,758849103,616,13300,SH,0,SOLE,0,13300,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,REINSURANCE GROUP AMER INC,COMMON STOCK,759351604,1316,17000,SH,0,SOLE,0,17000,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,ROYAL GOLD INC,COMMON STOCK,780287108,645,14000,SH,0,SOLE,0,14000,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,REGIS CORP,COMMON STOCK,758932107,438,30200,SH,0,SOLE,0,30200,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,RIO TINTO PLC,COMMON STOCK,767204100,554,9810,SH,0,SOLE,0,9810,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,RAYMOND JAMES FINANCIAL INC.,COMMON STOCK,754730109,350,6700,SH,0,SOLE,0,6700,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,ROCK-TENN CO,COMMON STOCK,772739207,788,7500,SH,0,SOLE,0,7500,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,RALPH LAUREN CORP,COMMON STOCK,751212101,901,5100,SH,0,SOLE,0,5100,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,ROSETTA RESOURCES,COMMON STOCK,777779307,576,12000,SH,0,SOLE,0,12000,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,ROSS STORES,COMMON STOCK,778296103,757,10100,SH,0,SOLE,0,10100,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,ROVI CORP,COMMON STOCK,779376102,730,37100,SH,0,SOLE,0,37100,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,RR DONNELLEY & SONS,COMMON STOCK,257867101,744,36700,SH,0,SOLE,0,36700,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,RIVERBED TECHNOLOGY,COMMON STOCK,768573107,730,40400,SH,0,SOLE,0,40400,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,RAYONIER INC,COMMON STOCK,754907103,682,16200,SH,0,SOLE,0,16200,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,SERVICE CORP INTL,COMMON STOCK,817565104,611,33700,SH,0,SOLE,0,33700,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,SL GREEN REALTY CORP,COMMON STOCK,78440X101,637,6900,SH,0,SOLE,0,6900,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,SM ENERGY CO,COMMON STOCK,78454L100,756,9100,SH,0,SOLE,0,9100,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,SYNOPSYS INC.*,COMMON STOCK,871607107,868,21400,SH,0,SOLE,0,21400,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,SUPERIOR ENERGY SERV,COMMON STOCK,868157108,724,27200,SH,0,SOLE,0,27200,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,STERIS CORP,COMMON STOCK,859152100,682,14200,SH,0,SOLE,0,14200,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,STATE STREET CORP,COMMON STOCK,857477103,991,13500,SH,0,SOLE,0,13500,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,SUNEDISON INC,COMMON STOCK,86732Y109,650,49800,SH,0,SOLE,0,49800,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,SUPERVALU INC,COMMON STOCK,868536103,740,101500,SH,0,SOLE,0,101500,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,SKYWORKS SOLUTIONS I,COMMON STOCK,83088M102,1240,43400,SH,0,SOLE,0,43400,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,STRYKER CORPORATION,COMMON STOCK,863667101,219,2910,SH,0,SOLE,0,2910,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,AT&T,COMMON STOCK,00206R102,383,10890,SH,0,SOLE,0,10890,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,TORONTO DOMINION,COMMON STOCK,891160509,1186,12590,SH,0,SOLE,0,12590,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,TELEPHONE & DATA SYS,COMMON STOCK,879433829,567,22000,SH,0,SOLE,0,22000,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,TIDEWATER INC,COMMON STOCK,886423102,646,10900,SH,0,SOLE,0,10900,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,Teva Pharmaceutical,COMMON STOCK,881624209,1061,26470,SH,0,SOLE,0,26470,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,TEREX CORP,COMMON STOCK,880779103,747,17800,SH,0,SOLE,0,17800,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,TRIUMPH GROUP INCCOM,COMMON STOCK,896818101,685,9000,SH,0,SOLE,0,9000,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,TARGET CORP.,COMMON STOCK,87612E106,825,13040,SH,0,SOLE,0,13040,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,HANOVER INSURANCE,COMMON STOCK,410867105,633,10600,SH,0,SOLE,0,10600,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,THOR INDUSTRIES INC,COMMON STOCK,885160101,663,12000,SH,0,SOLE,0,12000,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,THORATEC CORPORATION,COMMON STOCK,885175307,567,15500,SH,0,SOLE,0,15500,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,TJX COMPANIES INC.,COMMON STOCK,872540109,1181,18530,SH,0,SOLE,0,18530,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,TIMKEN CO,COMMON STOCK,887389104,898,16300,SH,0,SOLE,0,16300,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,TOLL BROTHERS INC.,COMMON STOCK,889478103,710,19200,SH,0,SOLE,0,19200,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,TEMPUR-PEDIC INTER,COMMON STOCK,88023U101,858,15900,SH,0,SOLE,0,15900,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,ST PAUL TRAVELERS CO,COMMON STOCK,89417E109,1547,17090,SH,0,SOLE,0,17090,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,TRW Automotive Holdings Co,COMMON STOCK,87264S106,759,10200,SH,0,SOLE,0,10200,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,TUPPERWARE BRANDS,COMMON STOCK,899896104,794,8400,SH,0,SOLE,0,8400,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,TW TELECOM INC,COMMON STOCK,87311L104,683,22400,SH,0,SOLE,0,22400,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,TIME WARNER INC,COMMON STOCK,887317303,900,12910,SH,0,SOLE,0,12910,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,UDR INCCOM,COMMON STOCK,902653104,677,29000,SH,0,SOLE,0,29000,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,DOMTAR CORP.,COMMON STOCK,257559203,708,7500,SH,0,SOLE,0,7500,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,UGI HOLDING CORPCOM,COMMON STOCK,902681105,663,16000,SH,0,SOLE,0,16000,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,UNIVERSAL HEALTH SVS,COMMON STOCK,913903100,650,8000,SH,0,SOLE,0,8000,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,UNITED NATURAL FOODS,COMMON STOCK,911163103,618,8200,SH,0,SOLE,0,8200,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,UNITEDHEALTH GROUP I,COMMON STOCK,91324P102,706,9370,SH,0,SOLE,0,9370,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,UNIT CORP,COMMON STOCK,909218109,671,13000,SH,0,SOLE,0,13000,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,UPS,COMMON STOCK,911312106,745,7090,SH,0,SOLE,0,7090,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,UNITED RENTALS INC.,COMMON STOCK,911363109,1193,15300,SH,0,SOLE,0,15300,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,URS CORPCM,COMMON STOCK,903236107,816,15400,SH,0,SOLE,0,15400,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,U.S. BANCORP,COMMON STOCK,902973304,654,16200,SH,0,SOLE,0,16200,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,UNITED THERAPEUTICS,COMMON STOCK,91307C102,746,6600,SH,0,SOLE,0,6600,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,UNITED TECHNOLOGIES CORPORATION,COMMON STOCK,913017109,945,8300,SH,0,SOLE,0,8300,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,UNIVERSAL CORP,COMMON STOCK,913456109,688,12600,SH,0,SOLE,0,12600,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,VISA INC,COMMON STOCK,92826C839,1948,8750,SH,0,SOLE,0,8750,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,VALSPAR CORPORATION,COMMON STOCK,920355104,727,10200,SH,0,SOLE,0,10200,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,VALASSIS COMMUNICATIONS,COMMON STOCK,918866104,661,19300,SH,0,SOLE,0,19300,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,VALERO ENERGY CORP,COMMON STOCK,91913Y100,565,11220,SH,0,SOLE,0,11220,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,VALMONT INDUSTRIES,COMMON STOCK,920253101,925,6200,SH,0,SOLE,0,6200,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,VODAFONE GROUP PLC,COMMON STOCK,92857W209,456,11590,SH,0,SOLE,0,11590,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,VISHAY INTERTECHNOLO,COMMON STOCK,928298108,671,50600,SH,0,SOLE,0,50600,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,VERIZON COMM,COMMON STOCK,92343V104,827,16830,SH,0,SOLE,0,16830,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,WALGREEN CO,COMMON STOCK,931422109,475,8270,SH,0,SOLE,0,8270,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,WELLS FARGO,COMMON STOCK,949746101,627,13800,SH,0,SOLE,0,13800,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,WHIRLPOOL CORPORATIO,COMMON STOCK,963320106,1161,7400,SH,0,SOLE,0,7400,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,WAL-MART,COMMON STOCK,931142103,433,5500,SH,0,SOLE,0,5500,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,VCA ANTECH INC.,COMMON STOCK,918194101,659,21000,SH,0,SOLE,0,21000,0,0,
ADVANCE_CAPITAL_I_INC,2014-02-06,WESTAR ENERGY INC,COMMON STOCK,95709T100,643,20000,SH,0,SOLE,0,20000,0,0,
